"number","title","pageid","namespace","length","touched"
"58","Aalst_(play)","10962721","","4406","20160602134213"
"59","Aaron_Alexis","40549126","","510","20170312071446"
"60","Aaron_Hernandez","25193857","","46813","20170316043405"
"61","Aaron_Kelly_(Battlestar_Galactica)","27075525","","4542","20170310211031"
"62","Aaron_Kosminski","1362388","","29615","20170315081559"
"63","Aaron_Mitchell_(murderer)","18798240","","2302","20170205200415"
"64","Aaron_Schaffhausen","52966385","","10473","20170207070731"
"65","Aaron_Ybarra","42980527","","192","20170224233554"
"66","Aayirathil_Oruvan_(2010_film)","12290387","","39534","20170310004513"
"67","Abattoir_(comics)","3259467","","4930","20170316032001"
"68","Abbas_I_of_Persia","299824","","74464","20170316101351"
"69","Abbud_al-Zumar","31694607","","7629","20170306025323"
"70","Abd-al-Rahman_ibn_Muljam","5831143","","3084","20170304085922"
"71","Abd_al-Rahim_al-Nashiri","1027583","","44140","20170315084809"
"72","Abdelbaset_al-Megrahi","2028438","","88484","20170315231606"
"73","Abdelkarim_Hussein_Mohamed_Al-Nasser","700740","","2162","20170314122525"
"74","Abdou_N'Daffa_Faye","18817509","","1691","20170121050213"
"75","Abdul_Khaliq_Hazara_(assassin)","29628859","","2572","20170310062757"
"76","Abdul_Latif_Sharif","217559","","2094","20161230160801"
"77","Abdul_Quayyum_Raja","51423491","","2621","20170212044255"
"78","Abdulaziz_al-Omari","2198","","8643","20170314012030"
"79","Abdullah_Badran","1547221","","3448","20170225183730"
"80","Abdullah_Shah","742108","","2650","20170314234840"
"81","Abdullah_Çatlı","2784657","","12934","20170316061340"
"82","Abdurrahman_Buğday","20894371","","1876","20170121051528"
"83","Abdülhalik_Renda","9306832","","7526","20170309145849"
"84","Abe_Reles","400662","","13200","20170314203701"
"85","Abel_Clemmons","45245592","","2137","20170121100002"
"86","Ablabius_(assassin)","30554738","","8883","20170306015719"
"87","Abraham_Friedman","8735290","","2014","20170314200830"
"88","Abraham_Gancwajch","15484528","","8503","20170310054522"
"89","Abraão_José_Bueno","19469393","","2899","20170314231919"
"90","Absalom","1438","","16636","20170316082948"
"91","Absurd_(band)","2279178","","13873","20170316013533"
"92","Abu_Salem","587396","","16055","20170314205205"
"93","Academy_maniacs","39635973","","2318","20170306150041"
"94","Accident_Man","5764693","","3114","20170222134152"
"95","Achebe_(comics)","15904803","","12741","20170310073707"
"96","Achim_von_Kries","46758982","","1531","20161223125121"
"97","Active_shooter","5376779","","14616","20170309011951"
"98","Ada_Williams_(baby_farmer)","5760945","","4726","20170308132142"
"99","Ada_Wong","1789411","","47737","20170315201826"
"100","Adam_(Buffy_the_Vampire_Slayer)","626913","","30515","20170315034639"
"101","Adam_Carter","7621307","","26455","20170309072138"
"102","Adam_Christopher_Mayes","35881479","","336","20161110170628"
"103","Adam_Forsythe","4593649","","5665","20170316100835"
"104","Adam_Grünewald","29297290","","2306","20170313235142"
"105","Adam_Kelly_Ward","49911220","","6595","20170215225220"
"106","Adam_Lanza","37931015","","838","20170314123615"
"107","Adam_Leroy_Lane","28391664","","6328","20170210195404"
"108","Adam_Monroe","9082723","","23042","20170309141530"
"109","Adam_Newman","18731731","","59036","20170310130129"
"110","Adam_Susan","5860947","","8438","20170309024615"
"111","Adel_Kermiche","51174133","","346","20170304210408"
"112","Adel_Yahya","11950619","","1422","20170309235446"
"113","Adelheid_Schulz","18963679","","5615","20170310133118"
"114","Adeliza_de_Borgomanero","5610264","","1054","20170309015855"
"115","Adem_Jashari","2966032","","20012","20170316072353"
"116","Adnan_Çolak","27291165","","1697","20170305230935"
"117","Adolescent_Radioactive_Black_Belt_Hamsters","1404164","","5250","20170314140852"
"118","Adolf_Eichmann","19596649","","80063","20170313121619"
"119","Adolf_Hitler","2731583","","161431","20170316055319"
"120","Adolf_Pokorny","1260020","","1967","20170315104553"
"121","Adolf_Theuer","32446793","","4555","20170311105052"
"122","Adolf_Zutter","49429265","","1722","20170102020941"
"123","Adolfo_Constanzo","3322741","","10705","20170316034603"
"124","Adolfo_Scilingo","1764271","","5759","20170314144806"
"125","Adolph_Fischer","977989","","8033","20170315082058"
"126","Adolph_Luetgert","20727931","","10683","20170310154115"
"127","Adolph_Ribbing","32707101","","3406","20161229155822"
"128","Adremy_Dennis","6741691","","5859","20170209053127"
"129","Adrian_Hertzenhielm","52108533","","128","20161230220901"
"130","Adrian_Lim","11172004","","411","20161119051626"
"131","Adrian_P._Thomas","43085560","","23594","20170311003436"
"132","Adrian_Scrope","1457396","","13632","20170302211918"
"133","Adrian_von_Renteln","439731","","3683","20170314215359"
"134","Adriano_Sofri","2042974","","11989","20170315231927"
"135","Affair_of_the_Poisons","2142452","","17317","20170316000654"
"136","Affliction_(film)","171559","","9777","20170314120916"
"137","Afro_Samurai","5303490","","31486","20170314150227"
"138","Afro_Samurai_(video_game)","15860807","","10108","20170313064053"
"139","After_the_Bomb_(game)","4430933","","6849","20170316093123"
"140","Afzal_Guru","2418326","","54251","20170316024342"
"141","Agent_(The_Matrix)","1216187","","20915","20170315102011"
"142","Agent_13:_The_Midnight_Avenger","14686099","","5695","20170313062028"
"143","Agent_47","2034355","","43215","20170315231735"
"144","Agent_Smith","318466","","24799","20170314183554"
"145","Agnus_McVee","20056890","","4747","20170215052050"
"146","Agustín_Feced","4487915","","7672","20161231024956"
"147","Agustín_Vásquez_Mendoza","8810467","","3658","20170314201121"
"148","Ahlam_Tamimi","39500873","","14307","20170315163525"
"149","Ahmad_Ahmadi","2749348","","3045","20170315234442"
"150","Ahmad_Suradji","2169692","","5929","20170315144331"
"151","Ahmed_Ajaj","4975103","","11702","20170304070657"
"152","Ahmed_Ali_Ahmed","17493687","","1899","20170121043353"
"153","Ahmed_Ali_Awan","30105985","","740","20170307194554"
"154","Ahmed_Ibragimov","33702940","","10029","20170306044845"
"155","Ahmed_Ibrahim_Al-Mughassil","4873100","","4848","20170304065554"
"156","Ahmed_Omar_Saeed_Sheikh","5729585","","28092","20170314185936"
"157","Ahmed_al-Ghamdi","33257871","","7720","20170313174403"
"158","Ahmed_al-Haznawi","3222","","11005","20170313005506"
"159","Ahmed_al-Nami","3221","","10844","20170313005506"
"160","Ahn_Doo-hee","7903528","","4274","20170314195012"
"161","Aiden_Pearce","42858841","","89","20170306215920"
"162","Aileen:_Life_and_Death_of_a_Serial_Killer","1590317","","5157","20170315142147"
"163","Aileen_Wuornos","214928","","41608","20170316145300"
"164","Aileen_Wuornos:_The_Selling_of_a_Serial_Killer","1586917","","3170","20170315141714"
"165","Ailsa_Stewart","6170550","","7723","20170309033144"
"166","Aime_Simard","49079192","","6541","20170210113846"
"167","Ain-Ervin_Mere","6260370","","5111","20170204102617"
"168","Aino_Nykopp-Koski","30158226","","3532","20170211230121"
"169","Aiza_Gazuyeva","19886037","","4874","20161231062359"
"170","Ajatashatru","812685","","25235","20170316140850"
"171","Ajmal_Kasab","20459650","","64606","20170315123942"
"172","Ajmal_Pahari","45874801","","1023","20170129185918"
"173","Akai_Katana","35876108","","6722","20170311162420"
"174","Akakage","2146788","","7918","20170315141326"
"175","Akane_the_Kunoichi","46812857","","10777","20170311163152"
"176","Aki_(James_Bond)","4035974","","11396","20170316075204"
"177","Akira_Nishiguchi","14356050","","2664","20170209092724"
"178","Akiyoshi_Umekawa","14888647","","3626","20170310045324"
"179","Akuma_(Street_Fighter)","310656","","40912","20170314182614"
"180","Al_Neri","4978057","","6483","20170316114618"
"181","Alaa_Bader_Abdullah","46727080","","74","20170310080453"
"182","Alaattin_Çakıcı","21248711","","12331","20170310161607"
"183","Alan_Breck_Stewart","11278423","","7120","20170204080349"
"184","Alan_Gell","4924681","","9398","20170314183558"
"185","Alan_Matheney","2780885","","4357","20161111150613"
"186","Alan_Reeve","23920666","","2043","20161128235728"
"187","Alan_Spaulding","8786802","","16375","20170309122457"
"188","Alan_Statham","4723119","","11806","20170316103526"
"189","Alan_Willett","8074751","","2796","20160909034150"
"190","Alastair_(Supernatural)","23705865","","19967","20170310184358"
"191","Albano_Harguindeguy","5982644","","2313","20170120153219"
"192","Albert_\"Ginger\"_Baker","34385810","","21443","20170311135622"
"193","Albert_Anastasia","47471193","","36742","20170313135019"
"194","Albert_Anselmi","4397032","","1949","20170308213010"
"195","Albert_Dovecar","29240197","","3412","20161223090319"
"196","Albert_Dryden","2370413","","2835","20170117180556"
"197","Albert_Fish","147965","","43766","20170316093105"
"198","Albert_Fish_(film)","13296475","","2891","20170225050302"
"199","Albert_Forster","1456240","","20426","20170315123834"
"200","Albert_Ganzenmüller","28211831","","6238","20170314134511"
"201","Albert_Goozee","31347309","","13395","20170210023218"
"202","Albert_Greenwood_Brown","28958098","","33173","20170306085326"
"203","Albert_Guay","2699164","","11105","20170316053620"
"204","Albert_Horsley","2336093","","25452","20170316020833"
"205","Albert_Johnson_(criminal)","1097218","","16710","20170315092655"
"206","Albert_Johnson_Walker","951188","","7775","20170315080850"
"207","Albert_Kessell","36213630","","437","20160625000832"
"208","Albert_Sauer","44604634","","4421","20161206003428"
"209","Albert_Speer","954","","71691","20170316082947"
"210","Albert_Tannenbaum","1778261","","3165","20170204082358"
"211","Albert_W._Hicks","5511198","","8985","20170309014107"
"212","Albert_Wesker","1227927","","24960","20170315102942"
"213","Albert_Widmann","33309498","","11426","20170311121746"
"214","Alberto_Errera","44339137","","9804","20170316134218"
"215","Alberto_Falcone","7478735","","9988","20170316145511"
"216","Alberto_Fujimori","148483","","82287","20170316093109"
"217","Alberto_Santofimio","5795069","","5375","20170309023450"
"218","Albino_(Star_Trek)","2415349","","290","20170227224733"
"219","Alcmaeon_(mythology)","79151","","5930","20170313064016"
"220","Aldo_Trapani","13793571","","8764","20170310030905"
"221","Alec_Devon_Kreider","11806368","","11058","20170311181627"
"222","Alec_Trevelyan","1872702","","9473","20170315214051"
"223","Alejandro_Máynez","44158808","","6649","20170120032953"
"224","Aleksander_Laak","26836546","","11224","20170310210433"
"225","Aleksander_Prystor","1726521","","12959","20170315185043"
"226","Aleksandr_Mikhailovich_Orlov","759172","","16834","20170315060353"
"227","Aleksandr_Rubel","22061077","","3267","20170209143734"
"228","Aleksey_Sukletin","46708147","","5523","20170307020723"
"229","Alessandro_Serenelli","10332335","","9599","20170309200333"
"230","Alex_(A_Clockwork_Orange)","882532","","10589","20170315073048"
"231","Alex_Cross_(film)","35870724","","12072","20170311161720"
"232","Alex_Kidd_in_Shinobi_World","411941","","7576","20170314205341"
"233","Alex_Krycek","1266003","","11069","20170315104952"
"234","Alex_Udinov","32134279","","40153","20170315082401"
"235","Alex_Vause","47605616","","13093","20170312052311"
"236","Alexander_Belev","12035637","","8029","20170311210233"
"237","Alexander_Berkman","420350","","60706","20170316130358"
"238","Alexander_Bychkov","40593179","","8888","20170306173633"
"239","Alexander_Bülow","22788330","","1525","20170314215120"
"240","Alexander_Campbell_(suspected_Molly_Maguire)","11967116","","6865","20170309235635"
"241","Alexander_Ivanovich_Uspensky","43015953","","3043","20170306230930"
"242","Alexander_Keith,_Jr.","2003504","","5882","20170315230756"
"243","Alexander_Mach","23389430","","6063","20170310204128"
"244","Alexander_Mahone","6377345","","42403","20170310043354"
"245","Alexander_Palfinger","20880664","","1599","20170310155314"
"246","Alexander_Pearce","2173207","","9800","20170316003314"
"247","Alexander_Pichushkin","12569905","","12272","20170304232943"
"248","Alexander_Piorkowski","42994030","","4871","20170313233901"
"249","Alexander_Solonik","7402535","","9814","20170304133654"
"250","Alexander_Soloviev_(revolutionary)","9905989","","1697","20170226221424"
"251","Alexander_Spesivtsev","169902","","4408","20170314014854"
"252","Alexander_Tchayka","14621452","","4163","20170212071819"
"253","Alexander_von_Falkenhausen","670475","","12611","20170316114238"
"254","Alexandros_Schinas","6214182","","4501","20170304101021"
"255","Alexandru_Leșco","28177252","","5472","20170220124742"
"256","Alexei_Volkoff","29473885","","14693","20170311035123"
"257","Alexey_Pichugin","1669122","","5560","20170303231128"
"258","Alfonso_Fontanelli","3612827","","7610","20170316104013"
"259","Alfonso_Rodriguez,_Jr.","4380960","","540","20170315070822"
"260","Alfred_Dancey","19630193","","1131","20170308141916"
"261","Alfred_Ittner","44442482","","4792","20170313233901"
"262","Alfred_Jodl","52246","","13122","20170314170748"
"263","Alfred_Meyer","51805","","6805","20170313054949"
"264","Alfred_Musema","52318910","","6054","20170116173400"
"265","Alfred_Naujocks","2165887","","7405","20170316002753"
"266","Alfred_Rosenberg","50050","","58667","20170314051718"
"267","Alfred_Rouse","1002268","","26817","20170316014401"
"268","Alfred_Taylor_(British_Army_officer)","19271831","","43107","20170220162048"
"269","Alfred_Trzebinski","19734497","","5779","20170310140508"
"270","Alfred_Zeidler","39116063","","1756","20170306135706"
"271","Alfredo_Astiz","909493","","29666","20170315074206"
"272","Alfredo_Galán","42206332","","4308","20170210080412"
"273","Alfredo_Lardelli","9498860","","2807","20170309011552"
"274","Alfredo_Luís_da_Costa","28128943","","16116","20170209231443"
"275","Alfried_Krupp_von_Bohlen_und_Halbach","1703664","","12027","20170315181401"
"276","Algimantas_Dailidė","23842245","","2698","20170209204752"
"277","Algirdas_Klimaitis","5482275","","4183","20170309013713"
"278","Ali_Hassan_Salameh","77768","","11100","20170313063917"
"279","Ali_Hassan_al-Majid","207041","","28068","20170314170235"
"280","Ali_Kaya_(serial_killer)","41564399","","7564","20170306202836"
"281","Ali_Muhammad_Brown","44061366","","8472","20170218161302"
"282","Ali_Saed_Bin_Ali_El-Hoorie","4887444","","4256","20170316111353"
"283","Ali_Taylor","2493555","","4481","20170316032110"
"284","Ali_İhsan_Sâbis","31192835","","7426","20170316113208"
"285","Alice,_Sweet_Alice","2009947","","22162","20170315130218"
"286","Alice_Arden","3422377","","19755","20170316042948"
"287","Alice_Crimmins","40069969","","3982","20170309091445"
"288","Alice_Mitchell","24025957","","7653","20170311011757"
"289","Alice_Orlowski","1286105","","4335","20170315105943"
"290","Alice_in_Wonderland_(2010_film)","14482638","","115274","20170315034500"
"291","Alien_vs_Ninja","27507076","","10071","20170313220642"
"292","Alistair_Crane","2410260","","33728","20170316023855"
"293","Allan_Baker_and_Kevin_Crump","16906765","","15134","20170316010911"
"294","Allan_Grimson","53119210","","10507","20170310123614"
"295","Allan_Legere","1569508","","7896","20170315135349"
"296","Allan_McLean_(outlaw)","22483082","","1919","20170209154609"
"297","Allen_Lawrence_Pope","8728425","","20841","20170303135703"
"298","Allen_Lee_Davis","1863338","","3665","20170315113958"
"299","Allenton_house_fire","35988357","","7352","20170225222600"
"300","Allyson_McConnell","52602544","","11966","20170212053617"
"301","Alma_Wade","24243320","","18509","20170310191658"
"302","Almede_Chattelle","24273434","","4914","20170119103954"
"303","Almost_Human_(1974_film)","24394929","","8065","20170313232529"
"304","Alois_Brunner","323169","","21908","20170315230545"
"305","Alone_in_the_Dark_(1982_film)","4083099","","10147","20170316080300"
"306","Alonzo_Harris","17662276","","9297","20170228035300"
"307","Alparslan_Arslan","9141630","","7401","20170312124458"
"308","Alpha_(DC_Comics)","6085249","","4204","20170120011703"
"309","Alphabet_murders","12422915","","10450","20170209080049"
"310","Alphonse_Persico","29388969","","12932","20170311034054"
"311","Alpo_Martinez","41641981","","4915","20170223112327"
"312","Altaïr_Ibn-La'Ahad","25214406","","18924","20170310201025"
"313","Altemio_Sanchez","8985898","","15130","20170221055822"
"314","Alternative_versions_of_Robin","8058681","","40283","20170316145511"
"315","Alternative_versions_of_the_Punisher","17647526","","16619","20170313030406"
"316","Alton_Coleman","6650137","","22709","20170209052943"
"317","Alucard_(Hellsing)","1879287","","19359","20170315214242"
"318","Alvin_and_Judith_Neelley","32816757","","9921","20170307005927"
"319","Amadeus_Arkham","24859777","","7991","20170227164718"
"320","Amado_García_Guerrero","3155624","","5863","20170308053405"
"321","Amanda_Knox","14116726","","61652","20170313061639"
"322","Amanda_Waller","1577650","","37874","20170315140140"
"323","Amanda_Young","6317859","","32610","20170309035618"
"324","Amaravathi_(2009_film)","23523165","","4555","20170310183430"
"325","Ambition_(TV_series)","47232893","","10956","20170307023740"
"326","Amedy_Coulibaly","44991852","","25358","20170311100942"
"327","Amelia_Dyer","11443817","","26002","20170312014051"
"328","Amelia_Sach_and_Annie_Walters","4059396","","7289","20170302224056"
"329","American_Gothic_(1988_film)","5855306","","7109","20170309024605"
"330","American_Horror_Story:_Asylum","35074527","","77165","20170311145656"
"331","American_Horror_Story:_Coven","38827962","","82369","20170313155711"
"332","American_Horror_Story:_Freak_Show","42299500","","88879","20170312105412"
"333","American_Horror_Story:_Hotel","45506550","","102148","20170312110327"
"334","American_Ninja","1191435","","8372","20170315100602"
"335","American_Ninja_2:_The_Confrontation","5683155","","8166","20170309021030"
"336","American_Ninja_3:_Blood_Hunt","5552960","","2978","20170309014850"
"337","American_Ninja_4:_The_Annihilation","5683112","","4072","20170309021030"
"338","American_Ninja_V","5683191","","3294","20170309021030"
"339","American_Psycho","163629","","26295","20170314113634"
"340","American_Psycho_(film)","4846576","","36509","20170316110107"
"341","American_Psycho_2","892031","","9189","20170315073433"
"342","American_Ultra","41910273","","16891","20170312035443"
"343","Amerigo_Dumini","3956045","","5665","20170309162822"
"344","Ami_Popper","182560","","9408","20170314055944"
"345","Amilcar_Cetino_Perez_and_Tomas_Cerrate_Hernandez","49638049","","2196","20170218174438"
"346","Amina_Said_(murder_victim)","50768192","","309","20170313081159"
"347","Amir_Qayyum","42054150","","2582","20170306220538"
"348","Amirah_Droudis","39021612","","305","20170315045834"
"349","Amityville_II:_The_Possession","2140002","","14076","20170316000546"
"350","Amnesia:_A_Machine_for_Pigs","34847793","","27180","20170314143235"
"351","Amoklauf","53013924","","6400","20170220031314"
"352","Amon_Göth","30876020","","31372","20170311070703"
"353","Amon_Sur","10149293","","8131","20170309191918"
"354","Amsterdamned","12635192","","8121","20170310013047"
"355","Amusement_(film)","18410798","","15550","20170220064231"
"356","Amy_Archer-Gilligan","3421130","","9525","20170316094655"
"357","Amy_Grossberg","4735969","","117","20170214093927"
"358","Amy_Grossberg_and_Brian_Peterson","2669482","","7250","20170214093809"
"359","Amy_Hebert","52974224","","13790","20170315043618"
"360","An_American_Haunting","3782980","","8187","20170316115627"
"361","An_Inconvenient_Lie","42028271","","4963","20170220055718"
"362","An_Jung-geun","262408","","22971","20170316100414"
"363","Ana_Lucia_Cortez","2848467","","22128","20170316063759"
"364","Anakin_Skywalker","53861","","419","20170315030042"
"365","Anand_Sen_Yadav","28174676","","2338","20161231101038"
"366","Anant_Laxman_Kanhere","25538075","","7006","20170316085616"
"367","Anarchy_Reigns","30740464","","19945","20170311162131"
"368","Anastas_Mikoyan","486649","","40607","20170314232701"
"369","Anasuya_(film)","15215908","","3704","20170310051928"
"370","Anatoly_Biryukov","39993970","","5965","20170210073341"
"371","Anatoly_Onoprienko","494438","","12357","20170314192850"
"372","Anatoly_Slivko","14613590","","8866","20170220220728"
"373","Anatoly_Utkin","46708715","","3740","20170307020723"
"374","Andal_Ampatuan_Jr.","25213490","","5613","20170315014155"
"375","Andal_Ampatuan_Sr.","25213418","","5387","20170224030920"
"376","Andalib_Suleiman","3352422","","6014","20161231023017"
"377","Anders_Behring_Breivik","32501324","","176444","20170311105456"
"378","Anders_Eklund_(murderer)","19246016","","10198","20170209115422"
"379","Anders_Hansson_(serial_killer)","41882214","","145","20170201005608"
"380","Andragathius","28117795","","1876","20161102221949"
"381","Andre_Crawford","25494598","","4549","20170209203304"
"382","Andre_Thomas","38551741","","7257","20170309024928"
"383","Andrea_Beaumont","5305430","","15291","20170309010055"
"384","Andrea_Yates","315087","","33826","20170314133702"
"385","Andrei_Chikatilo","98676","","102555","20170316090954"
"386","Andrei_Ivanțoc","2073748","","5944","20170315133228"
"387","Andrei_Zhdanov","524393","","11754","20170315004942"
"388","Andrew_\"Squint\"_Sheridan","40907731","","590","20161105034440"
"389","Andrew_Aston","32464039","","3003","20161203181611"
"390","Andrew_Brannan","44964045","","180","20170222204816"
"391","Andrew_Broughton","15877158","","5003","20170110110110"
"392","Andrew_Cunanan","214240","","13266","20170314141257"
"393","Andrew_Evans_case","37082458","","16223","20170313030156"
"394","Andrew_Garforth","1810425","","392","20170129160604"
"395","Andrew_Grant_DeYoung","32518072","","3422","20170226061901"
"396","Andrew_John_Yellowbear_Jr.","6221816","","4667","20170119103534"
"397","Andrew_Kehoe","1763112","","12136","20170315192950"
"398","Andrew_Lackey","43555408","","4339","20161209065245"
"399","Andrew_Lee_Jones","4315996","","8026","20170308205108"
"400","Andrew_Mallard","5012759","","12377","20170314183925"
"401","Andrew_Mickel","1720983","","4148","20161231004742"
"402","Andrew_Pixley","26058773","","10504","20170315020204"
"403","Andrew_Ryan_(BioShock)","19759969","","30392","20170313080729"
"404","Andrew_Schillinger","5744508","","4676","20170309022353"
"405","Andrew_Thomas_DelGiorno","18395119","","27350","20170310123741"
"406","Andrew_Walker_(murderer)","9095283","","7180","20170209061845"
"407","Andrew_Wamsley","32418801","","7479","20170210195416"
"408","Andrew_Wells","185089","","19208","20170314125744"
"409","Andrew_Zondo","49837451","","7356","20170215193453"
"410","Andrey_Shpagonov","40812077","","449","20161125003514"
"411","Andrey_Vyshinsky","462483","","22583","20170316105235"
"412","Andries_Jan_Pieters","44290694","","9051","20170219105552"
"413","Andrija_Artuković","1267147","","25707","20170315105107"
"414","Andriy_Slyusarchuk","21624861","","80152","20170305130610"
"415","Andriza_Mircovich","29543937","","19514","20170214094928"
"416","Android_17","13217320","","15365","20170315030311"
"417","Android_18","46658727","","30419","20170313172254"
"418","Andrzej_Kunowski","53157825","","2265","20170220010753"
"419","András_Kun","33742154","","4745","20170311130443"
"420","András_Pándy","13278378","","14607","20170209083926"
"421","André_Antoine_Bernard","13392913","","5861","20170314213331"
"422","André_DiMera","11486633","","21002","20170309230006"
"423","André_Dumont_(politician)","46502108","","520","20170121101315"
"424","André_Tulard","9611637","","4847","20170315094051"
"425","Andy_Albury","42028946","","2858","20161206020359"
"426","Andy_Barrett","46244220","","33042","20170224005023"
"427","Andy_Hunter_(EastEnders)","1619380","","8465","20170315145111"
"428","Andy_Sugden","2782629","","23518","20170316061334"
"429","Angel's_Dance","5165272","","2106","20170213014745"
"430","Angel_(Buffy_the_Vampire_Slayer)","693254","","37322","20170315044341"
"431","Angel_Batista","27677537","","13872","20170310220228"
"432","Angel_Gang","631160","","17966","20170315035105"
"433","Angel_Makers_of_Nagyrév","4058246","","9017","20170301054109"
"434","Angel_of_Darkness_(book)","38063406","","5509","20170102013758"
"435","Angel_of_mercy_(criminology)","10471394","","8175","20170314203538"
"436","Angela_Baker","1136261","","197","20170121010426"
"437","Angela_Cannings","2055725","","3767","20170315232608"
"438","Angela_Johnson","3485719","","6747","20170310023513"
"439","Angelika_Speitel","19922012","","4748","20170310141624"
"440","Angelina_Napolitano","18083602","","13910","20170314225621"
"441","Angelina_Rodriguez","47040674","","6763","20170210100822"
"442","Angelo_Buono_Jr.","242864","","8990","20170314113519"
"443","Angelo_Fusco","13462815","","12153","20170310023814"
"444","Anguish_(1987_film)","4429452","","8451","20170316093116"
"445","Angulimala","1882828","","18652","20170315214321"
"446","Anibal_dos_Santos","20707739","","19559","20170221062342"
"447","Animal_Trilogy","50478719","","5858","20170314144640"
"448","Anime_Ganbare_Goemon","1949846","","4895","20170315223240"
"449","Anjirō","5110813","","8296","20170309002200"
"450","Ankh-Morpork_Assassins'_Guild","1029966","","29315","20170315084927"
"451","Ann_Arbor_Hospital_Murders","8364315","","4093","20161128010329"
"452","Ann_Bilansky","17542763","","2480","20170314225030"
"453","Ann_Rule","935138","","19453","20170315080046"
"454","Anna_Klein_(camp_warden)","37934979","","2830","20161205021641"
"455","Anna_Maria_Zwanziger","2393851","","1766","20170316023223"
"456","Anna_Marie_Hahn","4059488","","5969","20170316075641"
"457","Anna_Milton","21781455","","22420","20170310171734"
"458","Anna_Palaiologina_(daughter_of_Andronikos_Angelos_Palaiologos)","47802289","","2683","20170307030827"
"459","Anna_Villeda","44375424","","336","20161128002025"
"460","Anna_Williams_(Tekken)","1702952","","20171","20170315181354"
"461","Anna_von_Hintzen","45533350","","1352","20151130202507"
"462","Annanias_Mathe","8263258","","4520","20170221220615"
