"number","title","pageid","namespace","length","touched"
"1039","Burton_Abbott","14301803","","10797","20170312031320"
"1040","Burton_C._Andrus","15156862","","9645","20170224055355"
"1041","Burton_Turkus","8332997","","3919","20170309094528"
"1042","Bushido_Blade_(video_game)","1031547","","19452","20170315194212"
"1043","Bushido_Blade_2","2698996","","9674","20170315232928"
"1044","Bushwacker_(comics)","2546177","","9466","20170316034415"
"1045","Buster_from_Chicago","7096652","","10333","20170309060549"
"1046","Butare_Four","19441284","","1972","20170209171933"
"1047","Butterfly_Kiss","12544749","","4514","20170310012045"
"1048","Byran_Uyesugi","14355742","","374","20170110091012"
"1049","Byron_De_La_Beckwith","244519","","19133","20170314160001"
"1050","Byron_Looper","510809","","23752","20170314194430"
"1051","Béatrice_Nirere","21801639","","2704","20161128043214"
"1052","Béla_Jurcsek","31090399","","4197","20170315112325"
"1053","Béla_Kiss","698145","","7577","20170314230532"
"1054","C-Murder","47766253","","22275","20170315152649"
"1055","CF_Bezuidenhout","21223089","","7096","20161231065937"
"1056","Cabin_by_the_Lake","11476109","","8834","20170216140700"
"1057","Cad_Bane","22295904","","9935","20170310214353"
"1058","Cadash","6529311","","14098","20170311155425"
"1059","Caesar_Martinez_(The_Walking_Dead)","37617868","","14504","20170314111458"
"1060","Cain_and_Abel","192648","","28191","20170316101556"
"1061","Caleb_(Buffy_the_Vampire_Slayer)","706361","","7875","20170315045644"
"1062","Caleb_Fairley","12367165","","7241","20170209075922"
"1063","Caleb_Powers","10545784","","5686","20170311003433"
"1064","Calendar_Man","2306337","","18584","20170316014743"
"1065","Callejeros","1347984","","13303","20170315113257"
"1066","Callippus_of_Syracuse","9137735","","6199","20170304173927"
"1067","Callisto_(comics)","1438456","","17024","20170315122841"
"1068","Calvin_Gibbs","28686755","","601","20170227121316"
"1069","Cam2Cam","43762181","","6512","20170108011620"
"1070","Cameron_(Terminator)","14701796","","32660","20170310043521"
"1071","Cameron_Campbell","43082058","","240","20170315175531"
"1072","Cameron_Hodge","5304727","","13140","20170311221619"
"1073","Cameron_Todd_Willingham","483539","","39281","20170314232002"
"1074","Camille_Desmoulins","195686","","25311","20170314211547"
"1075","Cammy","797868","","36352","20170316135728"
"1076","Camp_Ashcan","24902862","","5068","20170208210033"
"1077","Camp_Blood","5638171","","7931","20170304224013"
"1078","Campinas_massacre","52786339","","2268","20170315013645"
"1079","Campo_Elías_Delgado","4483655","","12264","20170316094551"
"1080","Cannibal_(2013_film)","40160273","","4243","20170310103800"
"1081","Cannibal_Campout","24160453","","5350","20170220013748"
"1082","Cannock_Chase_murders","24375531","","22580","20170209194327"
"1083","Cannon_and_Saber","5686645","","3095","20170120152644"
"1084","Cansignorio_della_Scala","10842008","","4728","20170309214413"
"1085","Captain_Aardvark","996915","","8144","20170315083727"
"1086","Captain_Atom","494559","","68427","20170316124501"
"1087","Captain_Black_(Captain_Scarlet)","1172119","","15876","20170315095251"
"1088","Captain_Boomerang","863252","","42029","20170315071956"
"1089","Captain_Cold","1572240","","40795","20170315190404"
"1090","Captain_Commando","47785586","","14646","20170311163250"
"1091","Captain_Hook","74043","","34366","20170316084003"
"1092","Captain_Macheath","15320406","","2128","20160820052902"
"1093","Captain_Phasma","48829930","","24113","20170309033130"
"1094","Captain_Price","36890184","","28543","20170311204900"
"1095","Captivity_(film)","6858830","","16328","20170309054200"
"1096","Cardenas_J._Alban","6296052","","1960","20170227020429"
"1097","Carel_Johannes_Delport","39936583","","11645","20170315035718"
"1098","Caril_Ann_Fugate","968876","","9986","20170217051846"
"1099","Carino_of_Balsamo","19097282","","3953","20161231060843"
"1100","Carl-Heinz_Rodenberg","41781898","","10474","20170313235142"
"1101","Carl_Clauberg","1269219","","6863","20170315105154"
"1102","Carl_Drega","1256043","","6619","20170315073219"
"1103","Carl_Eugene_Watts","1081358","","13720","20170315091731"
"1104","Carl_Feigenbaum","46193434","","149","20170311193536"
"1105","Carl_Fredrik_Ehrensvärd","23624818","","4293","20161128215055"
"1106","Carl_Grimes","35021633","","36951","20170314111458"
"1107","Carl_Großmann","1265853","","4300","20170315104952"
"1108","Carl_Hamilton_novels","259107","","18274","20170314115511"
"1109","Carl_Johnson_(Grand_Theft_Auto)","2353779","","18694","20170316021501"
"1110","Carl_King","4118091","","28998","20170316081008"
"1111","Carl_Manning","617727","","295","20170123192649"
"1112","Carl_Morgan","3772678","","3464","20170316114638"
"1113","Carl_Oberg","10178195","","7771","20170315094051"
"1114","Carl_Panzram","1091811","","17617","20170315092257"
"1115","Carl_Panzram:_The_Spirit_of_Hatred_and_Vengeance","13830756","","2830","20170220074712"
"1116","Carl_Robert_Brown","21387543","","16434","20170210040848"
"1117","Carl_Röver","32064167","","6361","20170313235142"
"1118","Carl_Schneider","22871231","","7975","20170310180537"
"1119","Carl_Værnet","3359548","","4560","20170316093018"
"1120","Carl_Wanderer","8926405","","10582","20170201141252"
"1121","Carl_Weiss","1266922","","7582","20170315073605"
"1122","Carl_Williams_(criminal)","2938643","","16116","20170316071720"
"1123","Carla_Crozier","32353540","","6936","20170311104353"
"1124","Carla_Hughes","31501897","","12398","20170316021403"
"1125","Carlo_Gesualdo","494152","","30213","20170316105914"
"1126","Carlo_Hesser","9411986","","15855","20170309152409"
"1127","Carlo_Visconti","5438381","","2680","20161231030617"
"1128","Carlos_Büsser","37190953","","3047","20170121081454"
"1129","Carlos_Castaño_Gil","1496773","","9749","20170315090344"
"1130","Carlos_DeLuna","35829408","","39458","20170315034016"
"1131","Carlos_Mario_Jiménez","17301550","","10535","20161231054922"
"1132","Carlos_Monzón","87156","","48483","20170316090542"
"1133","Carlos_the_Jackal","19654013","","36602","20170316021958"
"1134","Carltheo_Zeitschel","51122864","","12215","20170315094402"
"1135","Carlton_Dotson","8308015","","218","20170219064038"
"1136","Carlton_Gary","10362910","","13985","20170209065336"
"1137","Carlyle_Harris","11313842","","2993","20170209072015"
"1138","Carmine_Galante","1215906","","21266","20170315102008"
"1139","Carmine_Lupertazzi","516765","","5946","20170315002621"
"1140","Carmine_Marino","10023003","","1669","20170309182854"
"1141","Carmine_Persico","1238940","","40729","20170315103618"
"1142","Carnage_(comics)","315837","","58801","20170314183352"
"1143","Carol_M._Bundy","4065567","","8670","20170316075850"
"1144","Carol_Peletier","35021551","","77381","20170315190954"
"1145","Caroline_Grills","4066267","","3937","20170316075850"
"1146","Caroline_Whitting","35723372","","3423","20161204121550"
"1147","Carolyn_Warmus","6812692","","8592","20170209053439"
"1148","Carrie_(1976_film)","4899791","","31366","20170316111701"
"1149","Carrie_(2002_film)","8526754","","9899","20170313131858"
"1150","Carrie_(2013_film)","35307857","","26044","20170311151149"
"1151","Carrie_(musical)","7695755","","50329","20170314194647"
"1152","Carrie_(novel)","67003","","23143","20170313062408"
"1153","Carrie_Brown_(murder_victim)","7842469","","4622","20170226235618"
"1154","Carrie_White","8691336","","28682","20170312122846"
"1155","Carroll_Cole","1216182","","7944","20170315102011"
"1156","Carver_(Nip/Tuck)","2859793","","11318","20170316065137"
"1157","Cary_Stayner","2071664","","13704","20170315233103"
"1158","Case_Closed:_The_Phantom_of_Baker_Street","5358915","","11410","20170316145502"
"1159","Casebook:_Jack_the_Ripper","3045130","","1374","20170316145502"
"1160","Casey_Braxton","34227365","","37234","20170311134219"
"1161","Casimiro_Monteiro","30112401","","3677","20170114223940"
"1162","Cassadaga_(film)","33656303","","9651","20170226091636"
"1163","Cassandra_Cain","858038","","40427","20170315071641"
"1164","Cassandra_Nova","1672927","","20676","20170315171325"
"1165","Cassidy_Casablancas","5274463","","7925","20170309005623"
"1166","Cassius_Chaerea","30874250","","4568","20170210021645"
"1167","Castiel_(Supernatural)","19533905","","59491","20170312232716"
"1168","Castle_of_Owls","40784860","","1431","20170220060330"
"1169","Catalina_de_los_Ríos_y_Lisperguer","7382545","","2531","20170216124751"
"1170","Catherine_Birnie","4060851","","190","20170306132034"
"1171","Catherine_Eddowes","1255754","","27209","20170316091822"
"1172","Catherine_Hayes_(murderer)","29903188","","4463","20170311044732"
"1173","Catherine_Nevin","28255853","","3048","20161231101224"
"1174","Catherine_Tramell","4522065","","7542","20170316095322"
"1175","Catherine_Trianon","34389524","","3382","20160921235847"
"1176","Catherine_Wilson","20924585","","8756","20170314234541"
"1177","Cathy_Ames","33887514","","13204","20170312232716"
"1178","Cathy_Wood","9909150","","477","20170208092512"
"1179","Catman_(comics)","2257241","","17288","20170316011923"
"1180","Cause_of_Death_(game)","33484254","","22601","20170311162315"
"1181","Cayetano_Santos_Godino","10166729","","6331","20170219130834"
"1182","Cazador_(comics)","8925687","","8721","20170304165909"
"1183","Cedric_Maake","6182690","","6589","20170209052133"
"1184","Celeste_Beard","19305031","","12835","20170304005446"
"1185","Celestina_Sommer","42881180","","19157","20161231160500"
"1186","Celestino_Madeiros","30252681","","453","20170311214019"
"1187","Celine_Lesage","26568832","","1429","20170209210748"
"1188","Cell_(Dragon_Ball)","32850351","","29353","20170315032038"
"1189","Cemal_Azmi","38516344","","14480","20170306125222"
"1190","Cersei_Lannister","1410865","","28751","20170315121221"
"1191","Cervantes_de_Leon","9096906","","17386","20170309142007"
"1192","Cesare_Battisti_(born_1954)","926106","","34183","20170315075120"
"1193","Chad_Vader:_Day_Shift_Manager","7448483","","13742","20170312115553"
"1194","Chai_Vang","1207283","","17882","20170315070912"
"1195","Chain_Letter_(film)","27202558","","10800","20170313023210"
"1196","Chained_(2012_film)","32749921","","19477","20170311111404"
"1197","Chameleon_(comics)","313540","","33702","20170314183042"
"1198","Champ_Ferguson","2804228","","11545","20170316062028"
"1199","Chapel_(comics)","16812531","","5252","20170310101753"
"1200","Char_Aznable","301171","","25187","20170314181309"
"1201","Characters_in_the_Realm_of_the_Elderlings","1522015","","77933","20170315132329"
"1202","Charlene_Gallego","4066086","","288","20170310090133"
"1203","Charles-Henri_Sanson","2258638","","17921","20170316012115"
"1204","Charles_A._Kelly","19882161","","1677","20170121050933"
"1205","Charles_A._McCoy,_Jr.","38013334","","183","20160113063022"
"1206","Charles_Albright","3070625","","6094","20170316021557"
"1207","Charles_Andrew_Williams","5276642","","13606","20170309005637"
"1208","Charles_Becker","2319740","","11728","20170316015801"
"1209","Charles_Brooks_Jr.","2509754","","7595","20170314162117"
"1210","Charles_Brown_(murderer)","19882199","","401","20160603201107"
"1211","Charles_Brunier","7882410","","3745","20170314233508"
"1212","Charles_Carneglia","42482453","","3358","20170224062342"
"1213","Charles_Carrollo","8129398","","4214","20170309084059"
"1214","Charles_Chapin","4219995","","4585","20170308191911"
"1215","Charles_Coleman_(murderer)","12361592","","3092","20170219072045"
"1216","Charles_Cullen","2557227","","22415","20170316034644"
"1217","Charles_DeRudio","5471694","","11734","20170309013629"
"1218","Charles_Dubost","51311105","","4111","20170315081720"
"1219","Charles_Gunn_(Angel)","580524","","21006","20170315025404"
"1220","Charles_Harrelson","1476542","","16291","20170315090001"
"1221","Charles_Hudspeth_(convict)","4478060","","3427","20170311003433"
"1222","Charles_J._Guiteau","244924","","27760","20170316100126"
"1223","Charles_Jean_Marie_Barbaroux","150768","","3776","20170314090749"
"1224","Charles_L._Meach","41172899","","3247","20170206073445"
"1225","Charles_Laplace","25275557","","2450","20170121065304"
"1226","Charles_Laverne_Singleton","5668057","","4174","20170223023653"
"1227","Charles_Lescat","10419438","","2102","20170315001347"
"1228","Charles_Logan_(24_character)","7037393","","22448","20170309060234"
"1229","Charles_Makley","7773036","","10169","20161231035000"
"1230","Charles_Manson","42635","","57100","20170315001934"
"1231","Charles_Mihayo","52983168","","3371","20170213131920"
"1232","Charles_Ng","1216322","","16485","20170315071416"
"1233","Charles_Nicoletti","4432060","","7000","20170308214635"
"1234","Charles_Panarella","8492532","","7173","20170309103440"
"1235","Charles_Peace","353509","","14489","20170314192956"
"1236","Charles_Quansah","9535015","","3918","20170209063307"
"1237","Charles_Ray_Hatcher","9821659","","16184","20170309174255"
"1238","Charles_Reiser","8162480","","3174","20161009110228"
"1239","Charles_Rodman_Campbell","640704","","18757","20170314215425"
"1240","Charles_Schmid","5449285","","11938","20170312030837"
"1241","Charles_Sobhraj","960010","","27755","20170315034524"
"1242","Charles_Starkweather","304535","","25003","20170314181927"
"1243","Charles_Stuart_(murderer)","3486133","","12131","20170316100055"
"1244","Charles_Taylor_(Liberian_politician)","241458","","52215","20170314154950"
"1245","Charles_Thomas_Wooldridge","5245281","","6815","20170210161423"
"1246","Charles_Victor_Thompson","3098893","","3561","20170221163920"
"1247","Charles_Walker_(murderer)","12360978","","2442","20170215072016"
"1248","Charles_Whitman","105038","","38367","20170316091134"
"1249","Charles_Widmore","16290576","","22102","20170310084945"
"1250","Charles_Yukl","43216391","","15017","20170110195419"
"1251","Charlie_Brandt","39547763","","7901","20170315035527"
"1252","Charlie_Chop-off","27350840","","3669","20170209214847"
"1253","Charlie_Kerins","2135844","","8879","20170316000254"
"1254","Charlie_Pace","2230959","","26932","20170316005943"
"1255","Charlie_Prince","35111068","","7418","20170210023414"
"1256","Charlie_Sargent","14058799","","456","20170222044926"
"1257","Charlie_Sweeney","5114600","","8870","20170316135143"
"1258","Charlie_Tidwell","38606466","","9942","20170312035258"
"1259","Charlie_Weiderman","23882668","","6538","20170314141327"
"1260","Charlotte_Corday","220810","","24271","20170314211838"
"1261","Charlotte_King_(Home_and_Away)","47039399","","34202","20170302010012"
"1262","Charlotte_Mulhall","24220018","","359","20170314220423"
"1263","Chaste_(Marvel_Comics)","10360005","","4419","20170309201743"
"1264","Chatterer","3551549","","10285","20170316102315"
"1265","Chauffeurs_de_la_Drome","51334418","","4264","20170201075711"
"1266","Cheerleader_Ninjas","6707181","","4081","20170206080415"
"1267","Cheetah_(comics)","772966","","47620","20170315061634"
"1268","Chelsea_Brady","11671559","","13109","20170309232159"
"1269","Chen_Chi-li","14210201","","15934","20170305013249"
"1270","Cheney_Clow","14028770","","18191","20170316101517"
"1271","Cheng_Chieh","42881419","","259","20170315061844"
"1272","Cherkes_Ahmet","40821111","","1938","20170210074630"
"1273","Cheryl_Brady","23779445","","26577","20170312125020"
"1274","Cheshire_(comics)","2505571","","18598","20170316032840"
"1275","Chester_Gillette","9747013","","6711","20170312130144"
"1276","Chester_Lake_(Law_&_Order:_Special_Victims_Unit)","11369970","","8298","20170309225035"
"1277","Chester_Turner","3068093","","9044","20170316021317"
"1278","Chevie_Kehoe","2352916","","15784","20170315194500"
"1279","Chełmno_trials","39438996","","27866","20170312181633"
"1280","Chhouk_Rin","1516586","","1852","20170120140204"
"1281","Chi_Ali","47473714","","3706","20170208042209"
"1282","Chibs_Telford","23158273","","19239","20170310181616"
"1283","Chicago_(2002_film)","201534","","29649","20170315225340"
"1284","Chicago_(musical)","213077","","52477","20170314141029"
"1285","Chijon_family","3054748","","3341","20170316020805"
"1286","Chil_Rajchman","40267622","","9672","20170312044207"
"1287","Child's_Play_(franchise)","14102828","","32918","20170312230825"
"1288","Child_44_(film)","39563460","","23115","20170314150409"
"1289","Child_Martyrs_of_Tlaxcala","52158904","","9319","20170316141616"
"1290","China_P._Arnold","19245706","","5916","20170314231837"
"1291","China_White_(comics)","38677055","","4755","20170312002105"
"1292","Chipita_Rodriguez","18719599","","4800","20170311003433"
"1293","Chop_Chop_(series)","48211482","","20068","20170308164440"
"1294","Chris_Bandak","44111722","","2722","20170307001606"
"1295","Chris_Benoit","403293","","94210","20170316103645"
"1296","Chris_Benoit_double-murder_and_suicide","12144557","","66024","20170313014553"
"1297","Chris_Keller","45055115","","12263","20170228203359"
"1298","Chris_Partlow","11784230","","15259","20170313000612"
"1299","Chris_Pritchard","6526506","","4182","20170311130013"
"1300","Chris_Rosenberg","2791590","","17373","20170316061637"
"1301","Chrissie_Watts","1619347","","66873","20170315145111"
"1302","Christa_Pike","15838471","","8359","20170225145249"
"1303","Christer_Pettersson","70050","","7864","20170315070225"
"1304","Christian_Dornier","18396670","","14643","20170209111730"
"1305","Christian_Gerhartsreiter","18733960","","32743","20170316071257"
"1306","Christian_Haugland","37970916","","297","20161215142411"
"1307","Christian_Klar","9575196","","5195","20170309163143"
"1308","Christian_Longo","41609914","","5108","20170224133547"
"1309","Christian_Ranucci","2749837","","28210","20170316060420"
"1310","Christian_Wirth","1357981","","23208","20170315114216"
"1311","Christian_von_Wernich","4318472","","9541","20170308205443"
"1312","Christiana_Edmunds","18566834","","5764","20161211081602"
"1313","Christie-Cleek","1576250","","4479","20161231000245"
"1314","Christie_(Dead_or_Alive)","818450","","23507","20170315064916"
"1315","Christina_Johansdotter","14674286","","5708","20170111162055"
"1316","Christina_Marie_Riggs","20253094","","7078","20170314232744"
"1317","Christine_Malèvre","4074298","","6841","20170308172232"
"1318","Christine_Paolilla","34202709","","14213","20170223120606"
"1319","Christine_Schürrer","19219619","","12525","20170306052740"
"1320","Christine_and_Léa_Papin","3145578","","11073","20170316093722"
"1321","Christman_Genipperteinga","37948508","","56729","20170130001556"
"1322","Christopher_Chubasco_Wilkins","52843729","","2764","20170315201656"
"1323","Christopher_Dale_Flannery","4200504","","14880","20170316083012"
"1324","Christopher_Halliwell","42842989","","361","20170130001327"
"1325","Christopher_Harper-Mercer","48035629","","447","20170312045528"
"1326","Christopher_Krumm","43362295","","327","20170210161201"
"1327","Christopher_McCowen","7987256","","1909","20170120164243"
"1328","Christopher_Mhlengwa_Zikode","26885361","","2824","20170209212230"
"1329","Christopher_Moltisanti","515925","","37979","20170315002250"
"1330","Christopher_Newton_(criminal)","11444952","","4062","20170209072605"
"1331","Christopher_Pelant","52410120","","196","20170316033845"
"1332","Christopher_Peterson_(serial_killer)","20529614","","20700","20170107091757"
"1333","Christopher_Pittman","5491462","","10103","20170227132535"
"1334","Christopher_Porco","6245626","","19963","20170302193420"
"1335","Christopher_Scarver","64137","","13804","20170313032317"
"1336","Christopher_Simcox","19028046","","4910","20161217082837"
"1337","Christopher_Speight","25876363","","192","20170223195135"
"1338","Christopher_Wilder","10306471","","22963","20170314155346"
"1339","Christopher_Worrell","1810819","","283","20161217224907"
"1340","ChromeSkull:_Laid_to_Rest_2","33059372","","8651","20170228174612"
"1341","Chucky_(Child's_Play)","2065576","","43181","20170315232914"
"1342","Chucky_Pancamo","3056591","","14462","20170316074507"
"1343","Chukwuemeka_Ezeugo","53283478","","10101","20170315141933"
"1344","Cigarette_Smoking_Man","574175","","25208","20170315023943"
"1345","Cincinnati_Strangler","9655945","","4386","20170209063715"
"1346","Cipriano_Ferrandini","13741986","","6945","20170303003144"
"1347","Citizen_X","362045","","8706","20170314154736"
"1348","Claire_Littleton","2230984","","26615","20170316005943"
"1349","Claire_Meade","8572481","","10446","20170309104945"
"1350","Clara_Green_Carl","41052988","","4872","20170210192548"
"1351","Claremont_serial_murders","1825190","","10811","20170315111226"
"1352","Clarence_Brandley","2470797","","14983","20170315054014"
"1353","Clarence_Carnes","11607931","","6842","20170303235208"
"1354","Clarence_Elkins","34238704","","24181","20170311134230"
"1355","Clarence_Hill_(murderer)","3442603","","3986","20170316044311"
"1356","Clarence_Ray_Allen","3419188","","16790","20170316042737"
"1357","Clarence_Richeson","14295166","","21483","20170310035739"
"1358","Clarence_V._Bertucci","8476192","","404","20170116234349"
"1359","Clarke_Griffin","48938956","","9795","20170312230414"
"1360","Claude-Alexandre_Ysabeau","47407465","","2535","20170201000223"
"1361","Claude-Louis_Châtelet","30164326","","1575","20170311051830"
"1362","Claude_(Grand_Theft_Auto)","39117622","","10940","20170312010648"
"1363","Claude_Antoine,_comte_Prieur-Duvernois","194414","","5182","20170314211547"
"1364","Claude_Bloodgood","1335700","","9030","20170315112406"
"1365","Claude_Buffet","34269520","","1118","20170120025130"
"1366","Claude_Darrell","46491478","","267","20170214203613"
"1367","Claude_François_Bruno_Siblot","34276191","","592","20170315052020"
"1368","Claude_Frollo","2078119","","24237","20170315233237"
"1369","Claude_Lastennet","32366572","","2945","20170210031818"
"1370","Claude_Piegts","29240212","","2262","20161223091956"
"1371","Claudia_Mijangos","50661730","","11610","20170309014223"
"1372","Claus_Schilling","25136464","","5589","20170310200717"
"1373","Clay_King_Smith","5731222","","4595","20161231031041"
"1374","Clay_Morrow","22978958","","37718","20170315003352"
"1375","Clay_Pigeons","6014292","","5648","20170309031009"
"1376","Clayface","714307","","60046","20170315050309"
"1377","Clayton_Fountain","35997573","","3086","20170311163042"
"1378","Clayton_Weatherston","24698824","","420","20170210064028"
"1379","Cleophus_Prince_Jr.","13934412","","22325","20170209091646"
"1380","Cleveland_Torso_Murderer","439721","","24725","20170316104526"
"1381","Clifford_Banks","4596803","","3469","20170120002037"
"1382","Clifford_Olson","1265998","","13126","20170315104952"
"1383","Clint_Lorance","40808026","","2792","20170301091113"
"1384","Clinton_Avenue_Five","27702524","","4730","20170119104008"
"1385","Clinton_Lee_Young","3489186","","1249","20170217041956"
"1386","Clive_Derby-Lewis","3460052","","13863","20170316094049"
"1387","Clockwork_(film)","9226083","","1153","20170309144213"
"1388","Clown_(film)","39514483","","15928","20170312015728"
"1389","Club_Dread","3230282","","7829","20170316083109"
"1390","Clue_(film)","67371","","25152","20170313062410"
"1391","Clyde_Arwood","16488023","","1573","20160603205215"
"1392","Clytemnestra","6000418","","10046","20170315234555"
"1393","Cobra_(1986_film)","172534","","28523","20170314121128"
"1394","Cobra_Commander","861030","","62884","20170315071833"
"1395","Coconut_Grove","175897","","27299","20170316094456"
"1396","Code_Geass","6932859","","63609","20170314223629"
"1397","Code_Lyoko","855981","","18006","20170315071628"
"1398","Code_Lyoko:_Evolution","36546209","","6638","20170311194443"
"1399","Cody_Legebokoff","42800295","","13533","20170129072319"
"1400","Coffin_Baby","40417881","","5316","20170108011304"
"1401","Cold_Fish","32373933","","6564","20170311104454"
"1402","Cold_Prey_3","25310492","","4452","20170305210000"
"1403","Cole_Thornhart","8099075","","30369","20170309083126"
"1404","Cole_Turner","502307","","16851","20170314235531"
"1405","Cole_Younger","1658553","","16720","20170315164431"
"1406","Colin_Bouwer","42508380","","10706","20170313012236"
"1407","Colin_Campbell_Ross","11037446","","22069","20170311003433"
"1408","Colin_Ferguson_(mass_murderer)","42298250","","741","20170220172327"
"1409","Colin_Howell","30127385","","8253","20170210233508"
"1410","Colin_Ireland","999052","","17808","20170315040255"
"1411","Colin_Norris","16072357","","10407","20170309022851"
"1412","Colin_Pitchfork","866165","","13812","20170315021919"
"1413","Colin_Thatcher","457558","","12243","20170314223953"
"1414","Collateral_(film)","826409","","21606","20170315065652"
"1415","Colombiana","28763446","","20184","20170315024517"
"1416","Colonel_Kurtz","25261377","","9197","20170310201242"
"1417","Colonel_Phillip_Green","1740704","","365","20170308011846"
"1418","Colonial_Parkway_Killer","2358009","","20837","20170315195108"
"1419","Come_Back_to_Me_(film)","37063588","","10169","20170301092205"
"1420","Come_Deadly","39561354","","5442","20170129100358"
"1421","Comedown_(film)","26113564","","2824","20170222040836"
"1422","Comes_the_Inquisitor","555634","","11097","20170316145502"
"1423","Confession_of_Murder","33302462","","13502","20170308094225"
"1424","Confessions_of_a_Serial_Killer","40792207","","3953","20170220043404"
"1425","Connecticut_River_Valley_Killer","23532302","","26275","20170305052537"
"1426","Connie_Corleone","41040004","","7430","20170312090616"
"1427","Connor_Walsh_(How_to_Get_Away_with_Murder)","51259604","","16123","20170218012650"
"1428","Conrad_Grayson","34822527","","7363","20170311143844"
"1429","Constance_Hatchaway","51661012","","131","20170226225621"
"1430","Constance_Kent","5898982","","20009","20170309025106"
"1431","Constance_Slack","42459282","","284","20161211150425"
"1432","Constantin_Tobescu","8949899","","8233","20170204071739"
"1433","Constantine_Drakon","3883476","","5831","20170316134420"
"1434","Constantine_I_of_Kakheti","13593965","","6343","20170314213341"
"1435","Contest_to_kill_100_people_using_a_sword","2823019","","16098","20170315064402"
"1436","Contract_Killers","13801883","","2074","20170120201936"
"1437","Contract_killing","250879","","13029","20170316100216"
"1438","Contract_killing_in_popular_culture","42725302","","11409","20170116134318"
"1439","Conviction_and_execution_of_Steven_Michael_Woods,_Jr.","33001828","","8805","20170221102414"
"1440","Cool_C","2416047","","11700","20170316024127"
"1441","Coolie_Killer","45502215","","4131","20170220050512"
"1442","Copycat_(film)","3154773","","7958","20170316081108"
"1443","Cordelia_Botkin","3641828","","6251","20170206103718"
"1444","Corey_R._Clagett","5668219","","338","20170211115858"
"1445","Corinthian_(comics)","89862","","10210","20170313070102"
"1446","Corneliu_Zelea_Codreanu","428503","","80449","20170316104259"
"1447","Cornelius_Holland_(regicide)","2808316","","3791","20170118055242"
"1448","Cornelius_Stirk","4173789","","5431","20170316081932"
"1449","Cornered!_(film)","27806593","","7632","20170220070948"
"1450","Corvo_Attano","52641386","","35149","20170314155115"
"1451","Cory_Gregory","42545944","","201","20161219153950"
"1452","Costas_Georgiou","1286805","","14200","20170303212324"
"1453","Count_Baltar","1421036","","17083","20170315121856"
"1454","Count_Dooku","62948","","14781","20170313061358"
"1455","Countess_Dracula","4118334","","7110","20170316081010"
"1456","Courtney_Schulhoff","33648730","","12349","20170210035810"
"1457","Coy_Wayne_Wesbrook","39895327","","10054","20170215225326"
"1458","Craig_Hudson","34859471","","442","20170105101817"
"1459","Craig_Marduk","1731955","","10776","20170315185516"
"1460","Craig_Minogue","3031683","","7149","20170316015425"
"1461","Craig_Montgomery","8705391","","7626","20170309114604"
"1462","Craig_Peyer","46784341","","121","20161210144852"
"1463","Craig_Price_(murderer)","14728502","","7949","20170310043834"
"1464","Craig_Titus","3534455","","9335","20170316051857"
"1465","Craig_Williamson","2787151","","14626","20170314165137"
"1466","Crawford_Goldsby","13693036","","21090","20170310025810"
"1467","Crawford_family_murder","17396471","","3516","20170206055410"
"1468","Crawlspace_(1986_film)","13481880","","21454","20170310024028"
"1469","Crazy_Titch","2587518","","6042","20170316040403"
"1470","Creep_(2004_film)","1243901","","9746","20170315103935"
"1471","Creep_(2014_film)","42233785","","19235","20170314094724"
"1472","Crime_Doctor_(comics)","3994661","","7374","20170316074437"
"1473","Crime_Syndicate_of_America","706853","","56718","20170315045644"
"1474","Crimes_and_Misdemeanors","1320650","","18574","20170315111543"
"1475","Criminal_Law_(film)","667152","","3383","20170315042200"
"1476","Criminally_Insane_(film)","42128633","","7237","20170108011432"
"1477","Criminally_Insane_2","42202031","","5160","20170120023955"
"1478","Crimson_Alliance","32385556","","5750","20170311162228"
"1479","Crimson_Avenger","841072","","11549","20170315014017"
"1480","Crimson_King","1214065","","9759","20170315101753"
"1481","Crimson_Peak","39031627","","41575","20170312005928"
"1482","Cross_(2012_film)","39867128","","4230","20170220035924"
"1483","Crossbones_(comics)","4771721","","31207","20170316104326"
"1484","Crossfire_(comics)","5548142","","17593","20170309014750"
"1485","Crow_(comics)","12717210","","27120","20170310013548"
"1486","Crowley_(Supernatural)","40835703","","29834","20170312075149"
"1487","Cruel_World","13939322","","6917","20170210010500"
"1488","Cruising_(film)","2075256","","25657","20170315233137"
"1489","Cruising_(novel)","4870658","","1998","20170316110859"
"1490","Crule","6439935","","4200","20161221043537"
"1491","Crying_Freeman","4398124","","28646","20170316091821"
"1492","Crypto_(Destroy_All_Humans!)","18530260","","80","20170125111452"
"1493","Crystal_Mangum","11505487","","15190","20170312161414"
"1494","Cult_of_Skaro","5911738","","17058","20170312213435"
"1495","Cult_of_the_Supreme_Being","1058208","","11401","20170315090304"
"1496","Cumbia_Ninja","51190725","","18032","20170311165853"
"1497","Cumbria_shootings","27576608","","38407","20170315022859"
"1498","Cupid_(comics)","25820845","","8824","20170310203154"
"1499","Curdled_(film)","1222561","","6778","20170315072117"
"1500","Curse_of_the_Zodiac","23146878","","4283","20170310181539"
"1501","Curt_Rothenberger","31885863","","6787","20170314135156"
"1502","Curt_von_Gottberg","16401644","","10711","20170315093038"
"1503","Curtains_(1983_film)","11998913","","19738","20170304042304"
